room,price,district,floor,square
2-к квартира,2223540.0,р-н Мотовилихинский,6/9 эт.,39.6
2-к квартира,3950000.0,р-н Индустриальный,9/16 эт.,57.9
3-к квартира,2450000.0,р-н Дзержинский,2/5 эт.,52.2
Своб. планировка,8554000.0,р-н Ленинский,13/25 эт.,132.0
1-к квартира,2790000.0,р-н Свердловский,2/25 эт.,37.6
1-к квартира,2474143.0,р-н Мотовилихинский,5/16 эт.,43.3
1-к квартира,1480000.0,р-н Дзержинский,5/5 эт.,25.0
1-к квартира,1721560.0,р-н Мотовилихинский,5/9 эт.,30.9
1-к квартира,2750000.0,р-н Дзержинский,4/6 эт.,32.2
1-к квартира,2750000.0,р-н Дзержинский,1/20 эт.,30.3
3-к квартира,4099239.0,р-н Свердловский,10/17 эт.,65.8
2-к квартира,4200000.0,р-н Свердловский,16/25 эт.,55.0
3-к квартира,5100000.0,р-н Ленинский,2/5 эт.,67.9
2-к квартира,3335000.0,р-н Кировский,2/16 эт.,56.1
3-к квартира,5200000.0,р-н Свердловский,2/2 эт.,97.0
2-к квартира,4850000.0,р-н Индустриальный,2/10 эт.,66.0
1-к квартира,1480000.0,р-н Дзержинский,5/5 эт.,25.0
1-к квартира,1250000.0,р-н Ленинский,1/5 эт.,17.7
4-к квартира,7890000.0,р-н Индустриальный,2/17 эт.,131.4
Апартаменты-студия,1738000.0,р-н Свердловский,15/16 эт.,30.5
3-к квартира,3540060.0,р-н Мотовилихинский,5/9 эт.,63.9
1-к квартира,2044110.0,р-н Мотовилихинский,6/9 эт.,36.6
Квартира-студия,2440140.0,р-н Мотовилихинский,1/4 эт.,36.4
2-к квартира,3033987.0,р-н Мотовилихинский,5/16 эт.,54.1
3-к апартаменты,7990000.0,р-н Свердловский,2/3 эт.,108.0
2-к квартира,5899999.0,р-н Свердловский,5/16 эт.,66.0
2-к квартира,2595195.0,р-н Мотовилихинский,5/16 эт.,45.5
2-к квартира,5800000.0,р-н Свердловский,3/19 эт.,72.5
3-к квартира,3300000.0,р-н Индустриальный,6/9 эт.,59.6
3-к квартира,4112401.0,р-н Свердловский,16/17 эт.,65.8
3-к квартира,9660000.0,р-н Ленинский,20/25 эт.,128.8
Квартира-студия,2310830.0,р-н Мотовилихинский,1/4 эт.,34.5
2-к квартира,2500000.0,р-н Орджоникидзевский,4/17 эт.,55.2
2-к квартира,1620000.0,р-н Орджоникидзевский,2/2 эт.,57.6
2-к квартира,4004937.0,р-н Свердловский,8/17 эт.,66.4
3-к квартира,6200000.0,р-н Мотовилихинский,3/8 эт.,87.1
3-к квартира,3592805.0,р-н Мотовилихинский,5/16 эт.,64.1
Своб. планировка,7959000.0,р-н Ленинский,22/25 эт.,113.7
4-к квартира,10490000.0,р-н Свердловский,2/2 эт.,125.0
3-к квартира,4112401.0,р-н Свердловский,11/17 эт.,65.8
Своб. планировка,7224000.0,р-н Ленинский,4/25 эт.,120.4
3-к квартира,4086077.0,р-н Свердловский,2/17 эт.,65.8
3-к квартира,4090000.0,р-н Свердловский,3/17 эт.,65.9
3-к квартира,4112401.0,р-н Свердловский,14/17 эт.,65.8
2-к квартира,2980000.0,р-н Дзержинский,2/9 эт.,45.4
1-к квартира,2150000.0,р-н Дзержинский,2/10 эт.,31.0
4-к квартира,3335000.0,р-н Орджоникидзевский,15/16 эт.,81.3
2-к квартира,2230000.0,р-н Свердловский,5/5 эт.,43.0
1-к квартира,1620000.0,р-н Индустриальный,2/2 эт.,30.3
1-к квартира,4200000.0,р-н Свердловский,12/25 эт.,40.0
1-к квартира,4700000.0,р-н Ленинский,16/24 эт.,53.1
4-к квартира,5200000.0,р-н Дзержинский,6/10 эт.,96.0
1-к квартира,3500000.0,р-н Дзержинский,10/10 эт.,35.0
1-к квартира,2350000.0,р-н Индустриальный,2/5 эт.,32.0
1-к квартира,1950000.0,р-н Индустриальный,1/4 эт.,31.5
4-к квартира,4598877.0,р-н Мотовилихинский,5/9 эт.,83.5
3-к квартира,4099239.0,р-н Свердловский,10/17 эт.,65.8
1-к квартира,1770000.0,р-н Орджоникидзевский,10/10 эт.,31.0
2-к квартира,1795000.0,р-н Орджоникидзевский,1/5 эт.,44.0
3-к квартира,4200000.0,р-н Орджоникидзевский,16/18 эт.,86.0
3-к квартира,4246550.0,р-н Мотовилихинский,5/9 эт.,77.0
3-к квартира,5100000.0,р-н Ленинский,2/5 эт.,67.9
1-к квартира,1721560.0,р-н Мотовилихинский,5/9 эт.,30.9
3-к квартира,4500000.0,р-н Дзержинский,2/9 эт.,64.5
3-к квартира,3350000.0,р-н Индустриальный,3/5 эт.,61.6
1-к квартира,1900000.0,р-н Свердловский,3/5 эт.,34.0
2-к квартира,4500000.0,р-н Свердловский,16/25 эт.,51.0
1-к квартира,2500000.0,р-н Свердловский,6/9 эт.,33.0
3-к квартира,4500000.0,р-н Дзержинский,12/13 эт.,80.4
2-к квартира,3250000.0,р-н Мотовилихинский,5/5 эт.,54.8
3-к квартира,2800000.0,р-н Мотовилихинский,4/5 эт.,56.0
1-к квартира,1680000.0,р-н Кировский,3/5 эт.,33.9
2-к квартира,3599000.0,р-н Мотовилихинский,3/9 эт.,53.3
2-к квартира,1320000.0,р-н Орджоникидзевский,2/2 эт.,42.6
2-к квартира,2400000.0,р-н Кировский,1/5 эт.,44.0
3-к квартира,8300000.0,р-н Свердловский,3/7 эт.,152.2
1-к квартира,2700000.0,р-н Свердловский,7/10 эт.,34.1
3-к квартира,2200000.0,р-н Кировский,4/5 эт.,60.0
1-к квартира,2700000.0,р-н Мотовилихинский,4/4 эт.,34.0
3-к квартира,3000000.0,р-н Индустриальный,2/5 эт.,62.0
2-к квартира,2190000.0,р-н Орджоникидзевский,1/5 эт.,46.9
3-к квартира,8299000.0,р-н Свердловский,14/22 эт.,69.0
Квартира-студия,1570000.0,р-н Орджоникидзевский,5/25 эт.,21.6
3-к квартира,8556227.0,р-н Ленинский,4/6 эт.,92.7
2-к квартира,2900000.0,р-н Свердловский,2/10 эт.,52.9
3-к квартира,6950000.0,р-н Дзержинский,4/14 эт.,92.0
3-к квартира,3100000.0,р-н Индустриальный,3/5 эт.,57.0
3-к квартира,3800000.0,р-н Свердловский,1/9 эт.,63.0
1-к квартира,3800000.0,р-н Ленинский,6/12 эт.,43.9
2-к квартира,3860000.0,р-н Индустриальный,5/10 эт.,53.0
2-к квартира,3320000.0,р-н Дзержинский,14/16 эт.,49.0
2-к квартира,1950000.0,р-н Кировский,1/5 эт.,36.9
3-к квартира,3190000.0,р-н Дзержинский,2/9 эт.,60.8
1-к квартира,2550000.0,р-н Дзержинский,4/5 эт.,28.2
1-к квартира,1620000.0,р-н Свердловский,8/9 эт.,20.1
2-к квартира,3450000.0,р-н Индустриальный,9/10 эт.,52.2
3-к квартира,3120000.0,р-н Дзержинский,9/10 эт.,61.6
3-к квартира,6050000.0,р-н Дзержинский,13/21 эт.,70.0
1-к квартира,2000000.0,р-н Мотовилихинский,1/9 эт.,34.0
1-к квартира,3190000.0,р-н Свердловский,3/17 эт.,35.4
1-к квартира,3000000.0,р-н Мотовилихинский,2/4 эт.,31.1
1-к квартира,3390000.0,р-н Мотовилихинский,15/16 эт.,38.9
3-к квартира,3925000.0,р-н Мотовилихинский,3/5 эт.,82.1
2-к квартира,2300000.0,р-н Кировский,2/5 эт.,41.7
3-к квартира,2290000.0,р-н Орджоникидзевский,2/5 эт.,62.0
2-к квартира,1940000.0,р-н Кировский,5/5 эт.,41.4
3-к квартира,3500000.0,р-н Свердловский,2/5 эт.,80.0
3-к квартира,3100000.0,р-н Кировский,3/5 эт.,70.6
3-к квартира,8360000.0,р-н Дзержинский,24/25 эт.,115.0
2-к квартира,2600000.0,р-н Орджоникидзевский,6/10 эт.,52.2
3-к квартира,4112401.0,р-н Свердловский,14/17 эт.,65.8
1-к квартира,3270000.0,р-н Свердловский,16/17 эт.,49.3
3-к квартира,5200000.0,р-н Свердловский,2/2 эт.,97.0
1-к квартира,3350000.0,р-н Мотовилихинский,24/25 эт.,46.0
3-к квартира,2490000.0,р-н Орджоникидзевский,3/9 эт.,60.6
1-к квартира,990000.0,р-н Орджоникидзевский,2/5 эт.,35.0
1-к квартира,2159343.0,р-н Мотовилихинский,5/16 эт.,37.9
3-к квартира,4090000.0,р-н Свердловский,3/17 эт.,65.9
3-к квартира,4086077.0,р-н Свердловский,2/17 эт.,65.8
4-к квартира,14950000.0,р-н Ленинский,7/18 эт.,149.0
2-к квартира,2850000.0,р-н Ленинский,2/5 эт.,43.0
2-к квартира,2300000.0,р-н Мотовилихинский,2/5 эт.,42.0
2-к квартира,2490000.0,р-н Свердловский,1/5 эт.,42.1
2-к квартира,4500000.0,р-н Ленинский,3/5 эт.,54.4
2-к квартира,2250000.0,р-н Кировский,5/5 эт.,41.6
4-к квартира,3700000.0,р-н Кировский,10/10 эт.,77.5
1-к квартира,2700000.0,р-н Мотовилихинский,5/16 эт.,33.0
1-к квартира,1499000.0,р-н Свердловский,1/2 эт.,30.0
1-к квартира,3386910.0,р-н Ленинский,7/14 эт.,38.9
1-к квартира,2300000.0,р-н Кировский,8/16 эт.,46.7
1-к квартира,3000000.0,р-н Свердловский,16/20 эт.,37.0
2-к квартира,2650000.0,р-н Индустриальный,2/5 эт.,44.1
1-к квартира,3080000.0,р-н Индустриальный,6/25 эт.,35.9
3-к квартира,5690800.0,р-н Ленинский,6/14 эт.,69.4
Апартаменты-студия,1895000.0,р-н Свердловский,6/16 эт.,28.0
Квартира-студия,2780000.0,р-н Мотовилихинский,5/8 эт.,27.1
3-к квартира,5058850.0,р-н Ленинский,4/14 эт.,61.0
Квартира-студия,2750000.0,р-н Дзержинский,7/25 эт.,34.8
1-к квартира,2580000.0,р-н Дзержинский,5/9 эт.,37.1
2-к квартира,1890000.0,р-н Орджоникидзевский,3/5 эт.,47.0
2-к квартира,4612140.0,р-н Ленинский,4/14 эт.,56.9
3-к квартира,2895000.0,р-н Свердловский,5/12 эт.,71.5
4-к квартира,7790000.0,р-н Свердловский,8/10 эт.,150.0
2-к квартира,2700000.0,р-н Мотовилихинский,5/5 эт.,43.5
2-к квартира,3000000.0,р-н Ленинский,3/5 эт.,40.3
1-к квартира,2400000.0,р-н Мотовилихинский,3/9 эт.,34.2
Квартира-студия,2150000.0,р-н Индустриальный,16/25 эт.,23.0
2-к квартира,3594840.0,р-н Ленинский,10/14 эт.,41.3
Квартира-студия,700000.0,р-н Орджоникидзевский,3/5 эт.,13.0
1-к квартира,2500000.0,р-н Мотовилихинский,5/12 эт.,33.8
2-к квартира,4200000.0,р-н Мотовилихинский,14/25 эт.,70.4
2-к квартира,4070000.0,р-н Индустриальный,8/20 эт.,50.0
1-к квартира,1750000.0,р-н Свердловский,1/4 эт.,34.2
3-к квартира,3900000.0,р-н Мотовилихинский,2/16 эт.,73.5
2-к квартира,2560000.0,р-н Индустриальный,2/5 эт.,42.0
3-к квартира,3900000.0,р-н Орджоникидзевский,11/17 эт.,91.0
